Codering_3,SoortRegio_2,Gemeentenaam_1,AantalInwoners_5,Mannen_6,Vrouwen_7,k_0Tot15Jaar_8,k_15Tot25Jaar_9,k_25Tot45Jaar_10,k_45Tot65Jaar_11,k_65JaarOfOuder_12,Nederland_17,EuropaExclusiefNederland_18,BuitenEuropa_19,HuishoudensTotaal_29,Eenpersoonshuishoudens_30,HuishoudensZonderKinderen_31,HuishoudensMetKinderen_32,GemiddeldeHuishoudensgrootte_33,Bevolkingsdichtheid_34,LeerlingenPo_62,LeerlingenVoInclVavo_63,StudentenMboExclExtranei_64,StudentenHbo_65,StudentenWo_66,BasisonderwijsVmboMbo1_67,HavoVwoMbo24_68,HboWo_69,WerkzameBeroepsbevolking_70,GemGestandaardiseerdInkomen_83,k_40HuishoudensMetLaagsteInkomen_84,k_20HuishoudensMetHoogsteInkomen_85,ALandbouwBosbouwEnVisserij_96,BFNijverheidEnEnergie_97,GIHandelEnHoreca_98,HJVervoerInformatieEnCommunicatie_99,KLFinancieleDienstenOnroerendGoed_100,MNZakelijkeDienstverlening_101,OQOverheidOnderwijsEnZorg_102,RUCultuurRecreatieOverigeDiensten_103,PersonenautoSPerHuishouden_107,MateVanStedelijkheid_120
BU05020442,Buurt     ,Capelle aan den IJssel                  ,1030,520,510,135,115,385,260,135,430,120,480,580,345,85,150,1.7,8876,70,40,30,40,10,240,320,,550,,64.1,5.3,0,35,55,20,5,40,55,20,0.6,1
BU05020443,Buurt     ,Capelle aan den IJssel                  ,1895,995,905,295,185,495,480,440,1345,195,355,845,265,290,295,2.2,9074,160,100,40,40,20,260,590,540,1040,,18.2,27.0,0,15,15,25,5,55,45,20,1.1,2
BU05020444,Buurt     ,Capelle aan den IJssel                  ,300,150,150,95,35,95,75,5,170,25,105,90,10,20,60,3.3,1891,60,30,10,10,10,,,,180,,,,0,0,5,5,0,10,10,5,1.2,1
BU05020445,Buurt     ,Capelle aan den IJssel                  ,900,450,450,135,120,175,225,250,620,65,215,350,65,140,140,2.5,6173,80,60,30,20,10,100,220,320,470,,12.2,43.3,0,10,15,5,5,40,15,5,1.2,1
BU05020446,Buurt     ,Capelle aan den IJssel                  ,985,495,490,160,90,255,250,225,695,70,220,450,170,125,155,2.2,6641,90,60,30,20,10,170,300,220,500,,36.4,21.3,0,10,15,10,5,25,20,10,1.0,2
BU05020447,Buurt     ,Capelle aan den IJssel                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,2
BU05020448,Buurt     ,Capelle aan den IJssel                  ,1395,655,740,200,125,325,380,365,1005,90,305,705,320,175,205,2.0,8126,110,60,40,30,10,250,460,300,720,,43.5,18.1,0,10,15,5,5,40,15,10,0.9,2
BU05020449,Buurt     ,Capelle aan den IJssel                  ,905,465,435,140,115,170,315,155,630,75,205,350,55,135,165,2.6,4810,60,60,10,20,20,100,250,340,560,,6.3,59.2,0,10,20,20,20,55,20,5,1.5,2
WK050205  ,Wijk      ,Capelle aan den IJssel                  ,6515,3060,3450,1195,640,1670,1485,1525,3115,575,2820,3210,1370,760,1080,2.0,9510,690,360,210,120,50,1660,2050,990,3000,34.3,49.7,8.7,0,95,95,55,10,120,190,55,0.8,2
BU05020551,Buurt     ,Capelle aan den IJssel                  ,1630,675,955,365,180,320,335,425,660,150,815,825,390,115,315,2.0,16046,220,120,70,30,10,470,530,,590,,72.7,1.8,0,25,10,10,0,15,40,10,0.6,2
BU05020552,Buurt     ,Capelle aan den IJssel                  ,1245,570,680,405,160,345,195,150,415,85,750,505,150,65,290,2.5,18258,250,100,70,30,10,380,340,,490,,58.8,2.6,0,20,25,10,0,15,45,10,0.7,2
BU05020553,Buurt     ,Capelle aan den IJssel                  ,395,205,195,20,15,140,105,120,270,25,110,245,115,105,25,1.6,6962,0,0,0,10,0,40,170,120,240,,33.2,13.3,0,5,10,0,5,20,15,5,0.9,3
BU05020554,Buurt     ,Capelle aan den IJssel                  ,475,245,240,70,50,80,135,145,340,30,110,200,50,80,70,2.3,3623,40,20,10,10,10,,140,150,230,,16.4,30.8,0,5,10,0,5,25,30,10,1.3,1
BU05020555,Buurt     ,Capelle aan den IJssel                  ,405,205,200,60,45,90,105,100,195,40,170,170,55,55,60,2.3,4637,30,20,10,0,10,,,,180,,29.5,13.9,0,10,5,5,0,10,20,0,0.9,2
BU05020556,Buurt     ,Capelle aan den IJssel                  ,1650,825,820,165,120,550,445,375,885,230,540,950,485,265,205,1.7,13564,70,50,30,30,20,300,570,440,950,,39.9,9.8,0,25,30,30,0,35,40,10,0.8,2
BU05020557,Buurt     ,Capelle aan den IJssel                  ,710,340,365,115,75,140,170,215,350,15,340,305,120,65,120,2.3,6064,70,40,30,10,10,240,200,,320,,49.2,13.5,0,10,0,0,0,5,10,5,0.8,2
WK050206  ,Wijk      ,Capelle aan den IJssel                  ,6295,2955,3335,960,885,1310,1680,1455,3760,520,2015,2995,1270,785,945,2.1,2586,560,380,230,150,170,1310,2020,1400,2980,45.7,45.9,17.7,5,80,140,75,60,195,170,85,0.9,2
BU05020621,Buurt     ,Capelle aan den IJssel                  ,195,100,95,30,25,30,85,25,130,5,60,75,20,30,30,2.6,493,10,20,0,10,10,,60,80,130,,,,0,0,10,5,10,15,10,10,2.3,2
BU05020622,Buurt     ,Capelle aan den IJssel                  ,185,95,95,25,25,20,60,60,140,20,30,70,10,25,30,2.7,1003,20,10,0,0,10,,50,70,90,,,,0,0,5,5,10,10,5,0,1.2,2
BU05020631,Buurt     ,Capelle aan den IJssel                  ,235,120,110,40,35,60,60,35,180,15,40,90,20,35,40,2.5,634,40,30,10,10,10,60,100,,180,,,,0,10,30,10,15,35,20,15,1.6,2
BU05020658,Buurt     ,Capelle aan den IJssel                  ,35,20,15,10,0,5,15,5,30,0,0,10,0,5,5,2.4,201,0,0,0,0,0,,,,20,,,,,,,,,,,,,2
BU05020659,Buurt     ,Capelle aan den IJssel                  ,70,40,35,10,15,10,30,15,50,5,10,30,5,5,15,2.6,276,0,0,0,0,0,,,,40,,,,,,,,,,,,,2
BU05020661,Buurt     ,Capelle aan den IJssel                  ,1055,525,525,125,85,205,285,350,790,90,175,460,95,220,145,2.3,4152,90,40,10,20,20,110,270,420,510,,14.4,34.4,0,5,15,15,5,45,50,15,1.2,1
BU05020662,Buurt     ,Capelle aan den IJssel                  ,1775,810,970,340,305,400,425,305,600,150,1025,870,430,125,315,2.0,12477,190,140,120,30,30,500,600,180,700,,64.8,3.6,0,25,10,15,0,15,35,5,0.5,2
BU05020663,Buurt     ,Capelle aan den IJssel                  ,1345,615,730,210,170,255,375,335,965,80,300,645,300,165,185,2.0,7545,110,70,50,30,20,240,450,270,610,,55.5,14.4,0,15,20,10,5,30,20,10,0.8,2
BU05020664,Buurt     ,Capelle aan den IJssel                  ,620,280,340,120,100,135,160,105,385,40,195,260,90,55,115,2.3,7056,70,50,30,20,10,190,200,,300,,49.2,18.2,0,10,30,0,5,15,15,10,0.9,2
BU05020665,Buurt     ,Capelle aan den IJssel                  ,770,360,415,45,125,195,185,225,480,115,175,480,295,125,65,1.6,6444,30,10,10,20,70,170,230,200,400,,44.0,10.0,0,10,15,5,5,25,10,15,0.8,2
BU05020666,Buurt     ,Capelle aan den IJssel                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,2
WK050207  ,Wijk      ,Capelle aan den IJssel                  ,14020,6965,7055,2160,1500,3950,3660,2755,7720,1315,4980,6885,2880,1780,2220,2.0,5240,1160,640,420,280,130,3070,5000,2860,7470,37.6,40.2,13.6,15,270,195,140,50,345,335,155,0.9,2
BU05020770,Buurt     ,Capelle aan den IJssel                  ,1055,525,535,160,95,280,280,240,620,80,350,485,165,150,170,2.2,5598,80,40,30,20,10,260,310,200,550,,32.7,16.6,0,20,10,20,0,30,20,5,1.0,1
BU05020771,Buurt     ,Capelle aan den IJssel                  ,1455,750,695,235,150,395,380,290,900,145,405,630,170,205,250,2.3,9474,120,70,40,30,10,240,430,460,840,,18.3,23.3,0,35,15,10,5,45,25,20,1.1,2
BU05020772,Buurt     ,Capelle aan den IJssel                  ,1110,545,560,205,110,355,295,145,510,125,475,555,255,95,205,2.0,8264,120,60,30,20,10,360,380,,580,,47.4,8.9,5,25,15,10,5,20,25,10,0.8,1
BU05020773,Buurt     ,Capelle aan den IJssel                  ,2135,1095,1040,295,205,595,580,460,1255,200,675,1040,405,305,325,2.0,8010,180,90,50,50,20,400,880,400,1180,,33.5,13.5,5,45,35,25,5,50,50,20,1.0,2
BU05020774,Buurt     ,Capelle aan den IJssel                  ,655,330,330,60,75,130,235,160,565,25,65,290,55,145,90,2.3,571,30,20,20,20,10,80,320,160,420,,15.1,39.6,0,20,15,10,20,45,10,15,1.4,2
BU05020775,Buurt     ,Capelle aan den IJssel                  ,1180,565,615,135,105,235,340,365,710,105,365,645,345,145,155,1.8,8792,60,70,30,20,10,270,320,310,570,,48.7,14.3,5,15,15,15,5,20,25,10,0.8,2
BU05020776,Buurt     ,Capelle aan den IJssel                  ,1400,655,745,135,100,405,370,390,820,150,440,830,460,220,155,1.7,8735,70,30,20,20,10,240,480,400,750,,47.6,10.3,0,15,30,10,5,25,25,20,0.8,2
BU05020777,Buurt     ,Capelle aan den IJssel                  ,2060,1030,1035,360,330,655,490,230,900,210,960,1010,465,185,360,2.0,11855,190,120,90,50,30,560,730,360,1100,,50.1,10.0,0,40,25,20,5,40,75,20,0.8,2
BU05020778,Buurt     ,Capelle aan den IJssel                  ,1405,695,705,280,150,475,315,190,660,160,585,685,290,140,255,2.0,9595,160,70,60,20,10,330,520,220,740,,47.9,6.9,0,35,10,10,0,30,45,20,0.8,2
BU05020779,Buurt     ,Capelle aan den IJssel                  ,1560,770,795,295,190,430,370,275,780,125,650,720,265,185,260,2.2,9426,150,80,50,30,20,340,640,220,750,,41.4,11.0,0,25,20,10,5,35,30,15,0.9,2
WK050208  ,Wijk      ,Capelle aan den IJssel                  ,3360,1640,1725,465,280,930,870,820,1950,355,1055,1620,615,530,475,2.0,1848,230,130,70,60,40,810,1140,710,1760,,38.7,16.3,0,130,270,120,45,340,205,90,1.2,2
BU05020880,Buurt     ,Capelle aan den IJssel                  ,40,10,30,20,10,10,5,5,5,5,35,5,0,5,0,1.3,268,10,0,0,0,0,,,,0,,,,0,20,45,5,0,25,15,15,,2
BU05020881,Buurt     ,Capelle aan den IJssel                  ,280,150,135,20,20,170,50,30,115,40,125,170,105,50,15,1.5,709,0,10,0,10,10,,,,210,,54.4,4.7,0,5,45,15,0,40,35,15,0.9,1
BU05020882,Buurt     ,Capelle aan den IJssel                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,,,,0,15,35,40,5,90,30,20,,2
BU05020883,Buurt     ,Capelle aan den IJssel                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,,,,0,10,45,15,5,45,20,5,,2
BU05020884,Buurt     ,Capelle aan den IJssel                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,,,,0,10,20,10,15,45,15,5,,2
BU05020885,Buurt     ,Capelle aan den IJssel                  ,5,5,0,0,5,0,0,0,5,0,0,0,0,0,0,3.0,,0,0,0,0,0,,,,0,,,,0,20,40,10,5,25,0,0,,2
BU05020886,Buurt     ,Capelle aan den IJssel                  ,750,380,375,115,70,230,210,125,410,95,250,345,110,115,120,2.2,5560,60,30,10,20,10,120,290,180,440,,26.2,18.9,0,15,5,10,0,10,30,5,1.0,2
BU05020887,Buurt     ,Capelle aan den IJssel                  ,1085,525,560,200,100,310,275,195,625,95,365,475,145,120,210,2.3,6116,110,50,20,20,0,210,420,180,580,,36.1,17.5,0,15,15,5,5,25,30,10,1.1,2
BU05020888,Buurt     ,Capelle aan den IJssel                  ,580,295,285,75,35,130,155,185,435,60,95,255,50,125,80,2.3,3199,40,30,10,0,0,100,200,140,280,,14.7,27.8,0,5,10,10,5,20,20,5,1.2,2
BU05020889,Buurt     ,Capelle aan den IJssel                  ,610,270,340,30,35,85,180,280,365,65,180,370,200,120,50,1.6,7714,20,10,10,10,10,130,180,130,250,,62.9,9.8,0,10,10,5,0,10,15,5,0.7,2
WK050209  ,Wijk      ,Capelle aan den IJssel                  ,3690,1840,1850,670,585,1115,975,345,1255,580,1855,1590,620,330,640,2.3,2931,370,290,80,130,100,650,1020,1320,2190,,37.7,30.1,0,85,170,145,110,360,165,55,1.2,3
BU05020991,Buurt     ,Capelle aan den IJssel                  ,1405,690,710,275,230,350,440,110,455,145,800,505,120,95,290,2.7,5068,140,110,40,70,50,,380,550,820,,19.1,40.9,0,25,45,25,35,115,65,10,1.9,3
BU05020992,Buurt     ,Capelle aan den IJssel                  ,1490,745,740,290,240,445,405,110,590,160,740,590,185,135,265,2.5,6196,160,130,40,50,40,,370,500,910,,28.7,40.0,0,20,40,35,25,90,50,20,0.7,2
BU05020993,Buurt     ,Capelle aan den IJssel                  ,370,180,185,50,25,95,80,120,175,25,165,180,70,60,50,2.0,2801,30,20,0,10,0,,,,180,,50.8,16.6,0,10,10,0,5,10,10,0,0.8,2
BU05020994,Buurt     ,Capelle aan den IJssel                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,,,,0,5,10,10,5,25,15,5,,2
BU05020995,Buurt     ,Capelle aan den IJssel                  ,200,120,80,5,35,155,10,0,30,35,130,155,115,40,0,1.3,1370,0,0,0,10,10,,,,150,,71.6,0.7,0,10,30,25,25,55,10,10,1.5,3
BU05020996,Buurt     ,Capelle aan den IJssel                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,4
BU05020997,Buurt     ,Capelle aan den IJssel                  ,235,105,125,45,60,75,50,5,0,210,20,160,130,5,30,1.5,1697,30,30,0,0,0,,,,120,,84.4,0.6,0,15,20,25,10,30,10,5,0.2,3
BU05020998,Buurt     ,Capelle aan den IJssel                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,,,,0,5,10,15,10,35,10,5,,4
GM0383    ,Gemeente  ,Castricum                               ,36366,17920,18446,5250,3974,7234,10321,9587,31446,1945,2975,16250,5537,5227,5486,2.2,733,2910,1920,820,850,400,4970,10920,10350,19160,48.6,28.3,27.9,80,720,800,340,300,1390,950,580,1.1,3
WK038300  ,Wijk      ,Castricum                               ,4860,2360,2495,605,515,990,1355,1385,4170,280,410,2340,945,755,645,2.0,5460,340,240,110,110,50,600,1340,1540,2530,,29.9,24.4,0,90,160,50,35,200,155,105,1.0,2
BU03830001,Buurt     ,Castricum                               ,2380,1175,1200,340,245,495,675,620,2085,125,165,1110,380,385,340,2.1,5813,210,120,50,60,30,230,630,850,1300,,23.3,29.8,0,45,105,30,20,125,95,55,1.0,2
BU03830011,Buurt     ,Castricum                               ,2480,1185,1295,265,270,495,680,770,2080,155,245,1230,560,370,305,1.9,5160,140,120,60,50,20,370,710,680,1230,,35.8,19.6,0,45,55,20,10,75,60,45,0.9,2
WK038301  ,Wijk      ,Castricum                               ,5540,2625,2915,850,555,1085,1465,1585,4760,305,480,2470,860,730,885,2.2,4339,450,310,110,130,80,720,1490,1660,2820,,27.9,24.7,5,85,70,35,20,175,135,80,1.0,2
BU03830101,Buurt     ,Castricum                               ,2990,1440,1550,535,320,615,805,715,2580,165,245,1250,370,360,525,2.4,5519,290,200,60,60,40,370,820,910,1580,,21.8,29.2,0,50,35,25,10,95,75,50,1.0,2
BU03830111,Buurt     ,Castricum                               ,2550,1190,1365,315,240,475,660,870,2180,140,235,1220,495,370,360,2.0,3470,170,110,50,70,40,350,670,760,1230,,34.1,20.0,5,35,35,10,10,80,65,35,1.0,2
WK038302  ,Wijk      ,Castricum                               ,8435,4110,4325,1165,840,1655,2335,2435,7125,470,840,3965,1450,1285,1235,2.1,3797,650,430,170,200,100,1010,2290,2660,4200,49.2,29.6,26.0,0,85,145,80,45,250,210,85,1.0,2
BU03830201,Buurt     ,Castricum                               ,3330,1620,1710,530,275,730,755,1040,2845,200,290,1615,665,490,460,2.1,5965,310,180,70,70,40,300,840,1050,1600,,27.3,23.4,0,35,80,45,15,100,90,35,0.9,2
BU03830211,Buurt     ,Castricum                               ,2265,1100,1165,305,210,375,560,810,1925,120,215,1005,290,405,310,2.2,2298,190,100,40,50,30,280,590,660,990,,26.6,31.4,0,20,25,20,15,65,50,20,1.2,2
BU03830221,Buurt     ,Castricum                               ,2835,1390,1450,330,350,550,1025,585,2355,150,335,1350,505,390,455,2.1,4191,150,140,60,70,40,420,880,940,1610,,34.7,25.0,0,30,35,15,15,80,70,30,1.0,3
WK038303  ,Wijk      ,Castricum                               ,760,380,375,105,95,175,245,140,655,25,75,340,120,110,110,2.2,181,50,40,20,20,10,120,280,210,460,,29.6,28.4,10,45,50,10,5,45,30,25,1.2,4
BU03830301,Buurt     ,Castricum                               ,690,350,335,100,85,160,220,130,585,30,80,315,115,100,105,2.2,859,50,40,10,10,10,120,240,200,410,,30.6,26.8,5,35,50,10,5,35,25,20,1.2,4
BU03830311,Buurt     ,Castricum                               ,70,30,35,5,10,15,25,10,70,0,0,25,5,5,10,2.9,20,0,0,0,0,0,,,,50,,,,5,10,0,0,0,10,0,5,,4
WK038304  ,Wijk      ,Castricum                               ,3755,1895,1860,660,415,750,1105,835,3155,250,355,1625,600,425,600,2.3,170,380,270,80,80,50,590,890,1260,1870,,33.6,34.2,20,55,85,50,45,215,155,85,1.1,4
BU03830401,Buurt     ,Castricum                               ,525,265,260,65,70,85,140,165,465,20,40,245,90,85,70,2.1,127,40,30,20,10,10,100,130,140,270,,31.3,30.8,15,15,15,10,10,25,15,10,1.2,5
BU03830411,Buurt     ,Castricum                               ,2145,1065,1080,330,250,440,610,505,1755,150,235,975,370,265,350,2.2,2476,180,150,50,50,20,320,540,720,1080,,35.3,29.2,0,35,45,25,20,115,80,50,1.0,3
BU03830421,Buurt     ,Castricum                               ,1045,545,500,265,85,215,345,145,900,65,80,375,130,65,185,2.6,1266,170,90,10,20,10,,220,380,500,,31.3,49.1,0,5,10,15,10,70,55,20,1.0,4
BU03830431,Buurt     ,Castricum                               ,45,25,20,0,5,5,15,20,35,10,0,25,10,10,5,2.0,3,0,0,0,0,0,,,,20,,,,0,0,20,0,5,5,0,0,,5
WK038305  ,Wijk      ,Castricum                               ,5085,2570,2510,745,635,1095,1425,1185,4480,250,355,2130,600,705,825,2.4,683,410,250,150,120,50,790,1990,980,2870,,25.3,28.1,20,145,110,40,45,165,85,75,1.3,4
BU03830501,Buurt     ,Castricum                               ,1680,850,825,220,245,310,560,345,1505,65,105,695,185,225,285,2.4,820,110,90,60,50,20,290,650,370,1030,,21.5,33.9,5,55,40,10,20,60,30,25,1.4,4
BU03830511,Buurt     ,Castricum                               ,3405,1715,1690,525,385,785,865,840,2975,185,250,1430,415,480,540,2.4,632,300,160,90,70,30,500,1340,610,1840,,27.1,25.3,15,90,70,25,25,105,55,50,1.3,4
WK038306  ,Wijk      ,Castricum                               ,150,75,75,15,20,20,70,25,135,5,5,65,10,25,20,2.4,61,10,0,0,10,0,,60,60,100,,,,5,5,10,0,0,5,5,5,1.5,5
BU03830601,Buurt     ,Castricum                               ,150,75,70,15,20,20,70,25,135,5,10,60,15,25,25,2.4,61,10,0,0,10,0,,60,60,100,,,,5,5,10,0,0,5,5,5,1.5,5
WK038307  ,Wijk      ,Castricum                               ,7780,3890,3890,1100,905,1465,2320,1985,6965,355,455,3305,940,1195,1165,2.3,857,600,380,190,190,70,1140,2580,1950,4300,49.9,25.1,31.7,20,205,170,75,105,335,175,115,1.3,4
BU03830701,Buurt     ,Castricum                               ,3050,1545,1505,460,320,620,890,765,2755,135,160,1310,360,500,450,2.3,1097,270,150,70,60,30,460,1020,840,1720,,22.5,32.3,10,75,65,30,45,145,70,55,1.3,4
BU03830711,Buurt     ,Castricum                               ,2585,1285,1295,380,355,490,900,455,2340,90,145,1045,275,335,435,2.5,4950,200,140,70,90,30,340,970,670,1560,,22.6,35.7,0,65,55,25,30,105,70,25,1.3,4
BU03830721,Buurt     ,Castricum                               ,2150,1060,1085,260,230,355,535,765,1875,125,145,950,310,365,285,2.2,372,130,90,50,40,20,340,600,450,1020,,31.4,26.3,5,65,50,20,30,80,35,35,1.5,4
GM0109    ,Gemeente  ,Coevorden                               ,35725,17975,17750,4864,3921,7030,10487,9423,31646,1810,2269,15826,5141,5567,5118,2.2,121,2650,1770,1230,660,110,7050,13030,6420,17850,39.5,37.1,18.4,465,610,940,195,185,790,645,495,1.3,4
WK010910  ,Wijk      ,Coevorden                               ,14590,7235,7355,2130,1660,3230,3990,3575,12380,985,1225,6700,2480,2055,2170,2.1,967,1140,800,570,270,40,3380,5490,1870,7110,35.8,43.8,12.7,15,190,385,90,70,235,190,170,1.1,4
BU01091000,Buurt     ,Coevorden                               ,2260,1095,1160,125,195,485,605,850,1935,130,185,1455,895,385,180,1.5,4109,70,60,50,20,10,520,780,350,980,,65.8,5.5,0,20,115,10,20,40,50,55,0.8,3
BU01091001,Buurt     ,Coevorden                               ,1345,630,715,220,165,310,365,285,990,150,205,570,185,175,215,2.2,1952,110,90,50,20,0,410,500,100,580,,49.6,8.6,0,10,15,0,5,15,15,10,1.1,3
BU01091002,Buurt     ,Coevorden                               ,1230,615,605,185,170,300,290,285,935,95,200,580,265,135,175,2.0,3378,100,60,60,20,0,440,390,,450,,64.2,4.9,0,10,15,5,0,10,15,5,0.9,3
BU01091003,Buurt     ,Coevorden                               ,3045,1510,1530,495,330,735,725,760,2600,195,250,1325,435,395,490,2.2,3065,300,160,130,50,0,650,1110,360,1480,,37.1,9.4,0,25,40,10,5,30,40,20,1.1,3
BU01091004,Buurt     ,Coevorden                               ,2150,1045,1110,300,225,395,580,645,1930,100,125,955,275,360,320,2.2,3106,150,120,70,60,10,420,770,370,1080,,35.0,18.4,0,15,15,10,5,35,20,25,1.2,4
BU01091006,Buurt     ,Coevorden                               ,175,90,80,30,20,25,50,50,165,5,10,60,10,30,20,2.7,196,20,10,0,0,0,,,,80,,,,0,5,5,0,5,5,5,5,2.5,5
BU01091007,Buurt     ,Coevorden                               ,1640,840,805,225,215,365,560,275,1475,95,75,685,170,255,265,2.4,2657,100,80,90,30,0,360,800,170,970,,24.5,17.7,0,10,15,10,5,20,15,15,1.3,4
BU01091008,Buurt     ,Coevorden                               ,1240,620,620,235,130,280,365,235,1000,110,125,540,170,170,200,2.3,2438,140,80,50,20,0,380,450,110,580,,45.9,11.0,0,15,20,5,0,5,5,15,1.1,4
BU01091009,Buurt     ,Coevorden                               ,70,45,30,5,5,15,20,15,65,5,0,30,10,10,15,2.2,15,10,10,0,0,0,,,,40,,,,5,5,5,0,0,5,0,0,,5
BU01091010,Buurt     ,Coevorden                               ,20,10,5,0,5,10,0,5,15,5,0,15,10,5,0,1.2,48,0,0,0,0,0,,,,10,,,,0,5,10,0,0,0,5,5,,3
BU01091011,Buurt     ,Coevorden                               ,120,65,55,10,15,15,40,40,105,5,0,50,5,25,20,2.5,173,10,0,0,0,0,,,,60,,,,0,20,60,10,10,20,10,5,,5
BU01091012,Buurt     ,Coevorden                               ,65,35,25,5,15,15,25,10,55,5,5,25,10,5,10,2.4,74,0,0,0,0,0,,,,40,,,,0,25,40,5,10,15,5,5,,5
BU01091013,Buurt     ,Coevorden                               ,5,0,0,0,5,0,5,0,10,0,0,0,0,0,0,4.0,,0,0,0,0,0,,,,10,,,,0,10,5,15,5,0,0,0,,5
BU01091014,Buurt     ,Coevorden                               ,145,75,70,20,10,10,55,50,135,5,5,60,0,40,20,2.5,329,10,10,0,0,0,,,70,70,,,,,,,,,,,,1.6,5
BU01091015,Buurt     ,Coevorden                               ,1080,545,535,270,165,265,305,80,970,70,40,350,45,75,230,3.1,1853,130,110,70,40,0,160,410,220,670,,9.1,38.2,0,5,10,5,0,25,15,10,1.4,4
WK010911  ,Wijk      ,Coevorden                               ,915,500,415,120,110,190,305,195,850,35,35,380,95,140,140,2.4,93,60,30,30,20,10,150,420,150,540,,27.4,23.7,30,15,15,5,0,15,15,15,1.5,5
BU01091116,Buurt     ,Coevorden                               ,595,325,275,75,70,130,195,125,550,20,25,255,75,95,90,2.3,514,40,20,30,10,0,100,270,100,340,,30.6,20.9,5,10,10,5,0,10,5,10,1.6,5
BU01091117,Buurt     ,Coevorden                               ,320,175,145,40,40,60,110,70,300,15,10,120,25,50,50,2.6,37,20,10,0,10,0,60,140,,190,,20.5,29.5,25,10,5,0,0,5,10,5,1.4,5
WK010912  ,Wijk      ,Coevorden                               ,190,100,90,45,20,40,55,30,180,5,5,70,5,25,35,2.9,57,20,20,0,10,0,,,,100,,,,5,15,5,0,0,0,5,5,1.5,5
BU01091218,Buurt     ,Coevorden                               ,180,95,90,45,15,45,45,30,170,5,5,65,5,20,35,2.9,389,20,20,0,10,0,,,,90,,,,5,15,5,0,0,0,5,5,1.6,5
BU01091219,Buurt     ,Coevorden                               ,10,5,5,0,5,0,10,0,10,0,0,5,0,5,0,3.3,3,0,0,0,0,0,,,,10,,,,,,,,,,,,,5
WK010913  ,Wijk      ,Coevorden                               ,85,45,40,10,10,15,30,20,80,5,0,35,5,15,15,2.6,24,10,0,0,0,0,,40,,50,,,,10,0,5,0,0,5,5,0,,5
BU01091320,Buurt     ,Coevorden                               ,85,45,45,15,5,15,30,20,75,5,5,35,5,15,15,2.6,24,10,0,0,0,0,,40,,50,,,,10,0,5,0,0,5,5,0,,5
WK010914  ,Wijk      ,Coevorden                               ,110,60,50,5,20,15,45,20,105,5,0,45,15,15,15,2.4,17,0,0,10,0,0,,40,,70,,,,10,0,5,0,0,5,0,5,,5
