"Populatie";"Geslacht";"Persoonskenmerken";"Vervoerwijzen";"Marges";"Perioden";"Regio's";"Gemiddeld per persoon per dag /Verplaatsingen  (aantal)";"Gemiddeld per persoon per dag /Afstand  (reizigerskilometers)";"Gemiddeld per persoon per dag /Reisduur (minuten)"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Trein";"Waarde";"2020";"Nederland";0,02;1,07;1,75
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Trein";"Waarde";"2021";"Nederland";0,03;1,47;2,49
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Trein";"Waarde";"2022";"Nederland";0,04;2,18;3,54
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Trein";"Waarde";"2023";"Nederland";0,05;2,44;3,97
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Trein";"Waarde";"2024*";"Nederland";0,04;2,12;3,57
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Fiets";"Waarde";"2018";"Nederland";0,71;2,92;16,17
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Fiets";"Waarde";"2019";"Nederland";0,71;2,7;15,49
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Fiets";"Waarde";"2020";"Nederland";0,58;2,37;14,13
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Fiets";"Waarde";"2021";"Nederland";0,57;2,49;14,72
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Fiets";"Waarde";"2022";"Nederland";0,69;2,83;16,43
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Fiets";"Waarde";"2023";"Nederland";0,66;2,73;15,41
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Fiets";"Waarde";"2024*";"Nederland";0,67;2,94;16,92
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Totaal";"Waarde";"2018";"Nederland";2,88;35,91;75,49
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Totaal";"Waarde";"2019";"Nederland";2,8;35,74;74,16
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Totaal";"Waarde";"2020";"Nederland";2,43;24,06;61,88
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Totaal";"Waarde";"2021";"Nederland";2,59;27,18;70,39
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Totaal";"Waarde";"2022";"Nederland";2,82;29,18;72,04
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Totaal";"Waarde";"2023";"Nederland";2,85;30,83;72,38
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Totaal";"Waarde";"2024*";"Nederland";2,83;31,61;73,52
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";0,98;17,1;23,84
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";0,99;17,32;24,33
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";0,84;12,32;18,44
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";0,86;14,17;20,78
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";0,92;14,32;21,31
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";0,99;15,85;23,12
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";0,96;15,76;23,02
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,36;7,27;10,01
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,34;6,77;9,73
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,27;4,6;7,06
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,28;5,19;8,14
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,3;5,42;8,39
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,32;6,01;9,02
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,33;6,05;9,13
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Trein";"Waarde";"2018";"Nederland";0,07;3,56;5,29
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Trein";"Waarde";"2019";"Nederland";0,08;3,82;6,31
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Trein";"Waarde";"2020";"Nederland";0,03;1,32;2,24
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Trein";"Waarde";"2021";"Nederland";0,03;1,28;2,31
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Trein";"Waarde";"2022";"Nederland";0,04;2,13;3,58
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Trein";"Waarde";"2023";"Nederland";0,05;2,41;3,98
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Trein";"Waarde";"2024*";"Nederland";0,06;2,8;4,73
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Fiets";"Waarde";"2018";"Nederland";0,82;3,33;17,78
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Fiets";"Waarde";"2019";"Nederland";0,78;3,09;16,39
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Fiets";"Waarde";"2020";"Nederland";0,63;2,54;14,34
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Fiets";"Waarde";"2021";"Nederland";0,65;2,71;15,36
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Fiets";"Waarde";"2022";"Nederland";0,8;3,22;17,31
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Fiets";"Waarde";"2023";"Nederland";0,77;3,01;16,13
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Fiets";"Waarde";"2024*";"Nederland";0,77;3,11;16,39
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Totaal";"Waarde";"2018";"Nederland";3,01;40,05;77,78
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Totaal";"Waarde";"2019";"Nederland";2,95;39,61;78,23
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Totaal";"Waarde";"2020";"Nederland";2,59;28,29;66,79
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Totaal";"Waarde";"2021";"Nederland";2,73;30,2;73,14
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Totaal";"Waarde";"2022";"Nederland";2,92;33,8;75,35
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Totaal";"Waarde";"2023";"Nederland";2,98;35,64;76,68
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Totaal";"Waarde";"2024*";"Nederland";3;37,21;77,93
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";1,12;21,12;28,07
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";1,13;20,85;28,42
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";0,97;15,68;22,06
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";0,99;16,77;23,38
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";1,04;18,14;25,29
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";1,08;19,18;26,6
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";1,1;19,98;27,61
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,37;7,3;10,19
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,35;7;9,85
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,27;4,9;7,52
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,27;5,38;8,14
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,31;5,98;8,45
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,35;6,57;9,58
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,32;6,46;9,32
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Trein";"Waarde";"2018";"Nederland";0,08;3,76;6,1
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Trein";"Waarde";"2019";"Nederland";0,08;3,99;6,1
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Trein";"Waarde";"2020";"Nederland";0,03;1,56;2,48
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Trein";"Waarde";"2021";"Nederland";0,03;1,39;2,38
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Trein";"Waarde";"2022";"Nederland";0,05;2,43;4,1
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Trein";"Waarde";"2023";"Nederland";0,06;3,01;4,72
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Trein";"Waarde";"2024*";"Nederland";0,07;3,37;5,28
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Fiets";"Waarde";"2018";"Nederland";0,84;3,28;15,91
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Fiets";"Waarde";"2019";"Nederland";0,8;3,26;16,59
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Fiets";"Waarde";"2020";"Nederland";0,67;2,9;15,83
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Fiets";"Waarde";"2021";"Nederland";0,69;2,86;15,45
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Fiets";"Waarde";"2022";"Nederland";0,81;3,18;16,4
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Fiets";"Waarde";"2023";"Nederland";0,8;3,06;15,76
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Fiets";"Waarde";"2024*";"Nederland";0,84;3,24;16,16
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Totaal";"Waarde";"2018";"Nederland";3;46,89;82,55
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Totaal";"Waarde";"2019";"Nederland";2,95;47,61;83,58
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Totaal";"Waarde";"2020";"Nederland";2,64;33,14;70,45
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Totaal";"Waarde";"2021";"Nederland";2,71;34,11;75,67
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Totaal";"Waarde";"2022";"Nederland";2,93;38,33;77,91
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Totaal";"Waarde";"2023";"Nederland";2,95;41,66;80,92
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Totaal";"Waarde";"2024*";"Nederland";2,95;41,5;81,35
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";1,25;27,33;34,37
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";1,26;28,14;35,58
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";1,04;19,7;25,6
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";1,03;19,86;26,49
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";1,11;22,35;28,95
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";1,17;23,78;31,06
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";1,15;23,84;31,2
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,32;7,49;9,53
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,33;8,25;10,5
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,25;5,23;7,4
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,28;6,21;8,72
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,28;6,3;8,62
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,31;7,5;9,87
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,31;7,2;9,48
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Trein";"Waarde";"2018";"Nederland";0,09;4,45;6,91
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Trein";"Waarde";"2019";"Nederland";0,09;4,43;6,72
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Trein";"Waarde";"2020";"Nederland";0,04;1,81;2,64
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Trein";"Waarde";"2021";"Nederland";0,03;1,61;2,56
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Trein";"Waarde";"2022";"Nederland";0,05;2,64;3,96
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Trein";"Waarde";"2023";"Nederland";0,08;3,85;6,11
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Trein";"Waarde";"2024*";"Nederland";0,08;3,88;5,98
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Fiets";"Waarde";"2018";"Nederland";0,8;3,29;15,65
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Fiets";"Waarde";"2019";"Nederland";0,75;3,09;15,17
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Fiets";"Waarde";"2020";"Nederland";0,66;2,91;15,15
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Fiets";"Waarde";"2021";"Nederland";0,65;2,85;14,57
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Fiets";"Waarde";"2022";"Nederland";0,78;3,2;16,11
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Fiets";"Waarde";"2023";"Nederland";0,75;3,03;14,9
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Fiets";"Waarde";"2024*";"Nederland";0,77;3,16;15,37
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Totaal";"Waarde";"2018";"Nederland";2,76;45,89;94,29
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Totaal";"Waarde";"2019";"Nederland";2,68;45,89;93,42
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Totaal";"Waarde";"2020";"Nederland";2,14;26,55;62,44
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Totaal";"Waarde";"2021";"Nederland";2,34;32,2;78,38
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Totaal";"Waarde";"2022";"Nederland";2,63;37,25;86,02
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Totaal";"Waarde";"2023";"Nederland";2,64;40,6;88,75
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Totaal";"Waarde";"2024*";"Nederland";2,65;42,86;89,46
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";0,47;7,82;12,19
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";0,44;7,77;12,08
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";0,4;6,35;9,76
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";0,45;7,46;11,85
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";0,44;8,06;11,85
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";0,47;8,22;12,44
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";0,49;8,74;12,71
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,33;7,41;10,86
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"OV-Studentenkaart: weekabonnement";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,31;6,7;10,35
